시도코드,시도,시군구코드,시군구,읍면동코드,읍면동, 시점 ,총인구,20-39세 여성인구,65세 이상 인구,지방소멸위험지수,지방소멸위험분류
48,경상남도,48250, 김해시,4825060000,  불암동,202302,"7,148 ",677 ,"1,226 ",0.552 ,3
30,대전광역시,30170, 서구,3017066000,  둔산3동,202302,"19,260 ","1,883 ","3,408 ",0.553 ,3
42,강원도,42130, 원주시,4213062000,  태장2동,202302,"24,608 ","2,511 ","4,543 ",0.553 ,3
41,경기도,41131, 수정구,4113156000,  태평3동,202302,"12,922 ","1,485 ","2,682 ",0.554 ,3
28,인천광역시,28177, 미추홀구,2817754000,  용현1.4동,202302,"17,644 ","2,223 ","4,013 ",0.554 ,3
31,울산광역시,31170, 동구,3117060000,  남목3동,202302,"11,699 ","1,091 ","1,966 ",0.555 ,3
47,경상북도,47230, 영천시,4723051000,  동부동,202302,"27,692 ","2,800 ","5,032 ",0.556 ,3
28,인천광역시,28177, 미추홀구,2817769000,  주안8동,202302,"20,220 ","2,242 ","4,029 ",0.556 ,3
27,대구광역시,27710, 달성군,2771026200,  옥포읍,202302,"24,453 ","2,605 ","4,681 ",0.557 ,3
26,부산광역시,26320, 북구,2632051000,  구포제1동,202302,"15,897 ","1,972 ","3,541 ",0.557 ,3
26,부산광역시,26350, 해운대구,2635051000,  우제1동,202302,"22,077 ","2,738 ","4,916 ",0.557 ,3
11,서울특별시,11500, 강서구,1150053500,  등촌제3동,202302,"29,671 ","3,964 ","7,116 ",0.557 ,3
28,인천광역시,28177, 미추홀구,2817753000,  숭의4동,202302,"15,647 ","1,853 ","3,326 ",0.557 ,3
26,부산광역시,26410, 금정구,2641068000,  구서제1동,202302,"19,114 ","2,124 ","3,811 ",0.557 ,3
41,경기도,41450, 하남시,4145055000,  덕풍2동,202302,"18,337 ","2,222 ","3,984 ",0.558 ,3
46,전라남도,46130, 여수시,4613071000,  문수동,202302,"19,819 ","2,048 ","3,671 ",0.558 ,3
47,경상북도,47170, 안동시,4717034000,  풍천면,202302,"7,178 ","1,020 ","1,826 ",0.559 ,3
26,부산광역시,26380, 사하구,2638059000,  장림제2동,202302,"26,538 ","2,826 ","5,058 ",0.559 ,3
41,경기도,41131, 수정구,4113161000,  양지동,202302,"9,623 ","1,079 ","1,929 ",0.559 ,3
11,서울특별시,11140, 중구,1114060500,  을지로동,202302,"1,674 ",254 ,454 ,0.559 ,3
11,서울특별시,11470, 양천구,1147059000,  신월4동,202302,"17,600 ","1,972 ","3,523 ",0.560 ,3
43,충청북도,43111, 상당구,4311152500,  중앙동,202302,"6,746 ",876 ,"1,563 ",0.560 ,3
11,서울특별시,11470, 양천구,1147058000,  신월3동,202302,"14,688 ","1,763 ","3,143 ",0.561 ,3
26,부산광역시,26410, 금정구,2641059000,  부곡제3동,202302,"15,259 ","1,780 ","3,172 ",0.561 ,3
43,충청북도,43130, 충주시,4313033500,  대소원면,202302,"9,150 ","1,000 ","1,782 ",0.561 ,3
11,서울특별시,11560, 영등포구,1156070000,  대림제1동,202302,"14,053 ","1,788 ","3,183 ",0.562 ,3
29,광주광역시,29155, 남구,2915553700,  봉선1동,202302,"12,939 ","1,563 ","2,780 ",0.562 ,3
11,서울특별시,11320, 도봉구,1132066000,  쌍문제1동,202302,"20,968 ","2,679 ","4,762 ",0.563 ,3
45,전라북도,45710, 완주군,4571025000,  삼례읍,202302,"18,949 ","2,326 ","4,134 ",0.563 ,3
28,인천광역시,28200, 남동구,2820066000,  남촌도림동,202302,"20,683 ","2,157 ","3,832 ",0.563 ,3
48,경상남도,48250, 김해시,4825053000,  부원동,202302,"9,422 ","1,037 ","1,840 ",0.564 ,3
41,경기도,41210, 광명시,4121056000,  광명5동,202302,"12,097 ","1,357 ","2,406 ",0.564 ,3
47,경상북도,47290, 경산시,4729054100,  서부1동,202302,"34,736 ","3,626 ","6,421 ",0.565 ,3
43,충청북도,43745, 증평군,4374525000,  증평읍,202302,"35,539 ","3,724 ","6,588 ",0.565 ,3
41,경기도,41281, 덕양구,4128163000,  행주동,202302,"17,971 ","2,107 ","3,722 ",0.566 ,3
28,인천광역시,28177, 미추홀구,2817765000,  주안4동,202302,"17,601 ","2,211 ","3,901 ",0.567 ,3
45,전라북도,45210, 김제시,4521054000,  검산동,202302,"11,981 ","1,315 ","2,319 ",0.567 ,3
11,서울특별시,11290, 성북구,1129077000,  장위제2동,202302,"13,372 ","1,793 ","3,161 ",0.567 ,3
11,서울특별시,11260, 중랑구,1126069000,  신내2동,202302,"19,970 ","2,453 ","4,323 ",0.567 ,3
26,부산광역시,26410, 금정구,2641058000,  부곡제2동,202302,"17,542 ","2,140 ","3,762 ",0.569 ,3
43,충청북도,43750, 진천군,4375037000,  광혜원면,202302,"11,211 ","1,006 ","1,768 ",0.569 ,3
46,전라남도,46110, 목포시,4611055800,  원산동,202302,"12,230 ","1,232 ","2,165 ",0.569 ,3
27,대구광역시,27110, 중구,2711067000,  남산4동,202302,"14,396 ","1,712 ","3,007 ",0.569 ,3
11,서울특별시,11620, 관악구,1162071500,  난향동,202302,"14,875 ","1,629 ","2,861 ",0.569 ,3
48,경상남도,48330, 양산시,4833054000,  서창동,202302,"27,895 ","2,537 ","4,453 ",0.570 ,3
11,서울특별시,11380, 은평구,1138060000,  응암제3동,202302,"23,894 ","3,296 ","5,780 ",0.570 ,3
43,충청북도,43113, 흥덕구,4311370000,  운천.신봉동,202302,"16,134 ","1,804 ","3,156 ",0.572 ,3
30,대전광역시,30110, 동구,3011058500,  대동,202302,"14,189 ","1,525 ","2,657 ",0.574 ,3
29,광주광역시,29170, 북구,2917063500,  풍향동,202302,"5,405 ",592 ,"1,029 ",0.575 ,3
41,경기도,41650, 포천시,4165051000,  포천동,202302,"19,315 ","2,093 ","3,637 ",0.575 ,3
44,충청남도,44200, 아산시,4420060000,  온양4동,202302,"17,742 ","1,679 ","2,917 ",0.576 ,3
27,대구광역시,27230, 북구,2723057000,  침산3동,202302,"19,311 ","2,001 ","3,475 ",0.576 ,3
28,인천광역시,28200, 남동구,2820058300,  만수6동,202302,"23,393 ","2,588 ","4,493 ",0.576 ,3
48,경상남도,48129, 진해구,4812961000,  덕산동,202302,"9,905 ","1,006 ","1,742 ",0.577 ,3
26,부산광역시,26290, 남구,2629069000,  문현제2동,202302,"8,129 ","1,233 ","2,133 ",0.578 ,3
26,부산광역시,26320, 북구,2632057200,  만덕제2동,202302,"26,968 ","3,054 ","5,282 ",0.578 ,3
48,경상남도,48330, 양산시,4833053000,  강서동,202302,"8,778 ",837 ,"1,446 ",0.579 ,3
27,대구광역시,27170, 서구,2717051000,  내당1동,202302,"10,092 ","1,278 ","2,207 ",0.579 ,3
41,경기도,41461, 처인구,4146125300,  모현읍,202302,"26,711 ","2,811 ","4,854 ",0.579 ,3
45,전라북도,45113, 덕진구,4511362000,  호성동,202302,"19,293 ","2,073 ","3,579 ",0.579 ,3
11,서울특별시,11500, 강서구,1150060500,  가양제3동,202302,"14,504 ","2,245 ","3,875 ",0.579 ,3
47,경상북도,47170, 안동시,4717055500,  용상동,202302,"21,799 ","2,356 ","4,066 ",0.579 ,3
31,울산광역시,31710, 울주군,3171025000,  온산읍,202302,"20,349 ","1,762 ","3,038 ",0.580 ,3
41,경기도,41210, 광명시,4121060000,  철산2동,202302,"5,582 ",656 ,"1,130 ",0.581 ,3
43,충청북도,43130, 충주시,4313063000,  연수동,202302,"36,050 ","3,642 ","6,271 ",0.581 ,3
11,서울특별시,11260, 중랑구,1126054000,  면목제4동,202302,"18,397 ","2,292 ","3,946 ",0.581 ,3
43,충청북도,43130, 충주시,4313062500,  칠금.금릉동,202302,"14,126 ","1,376 ","2,368 ",0.581 ,3
46,전라남도,46130, 여수시,4613080000,  여천동,202302,"20,189 ","1,971 ","3,391 ",0.581 ,3
41,경기도,41461, 처인구,4146136000,  양지면,202302,"19,511 ","2,018 ","3,470 ",0.582 ,3
27,대구광역시,27200, 남구,2720064000,  대명9동,202302,"14,909 ","2,015 ","3,464 ",0.582 ,3
42,강원도,42170, 동해시,4217053000,  북삼동,202302,"19,782 ","1,783 ","3,065 ",0.582 ,3
41,경기도,41410, 군포시,4141054000,  산본1동,202302,"15,409 ","1,969 ","3,381 ",0.582 ,3
41,경기도,41310, 구리시,4131054100,  교문1동,202302,"15,764 ","1,851 ","3,176 ",0.583 ,3
42,강원도,42800, 양구군,4280025000,  양구읍,202302,"13,566 ","1,466 ","2,515 ",0.583 ,3
41,경기도,41171, 만안구,4117153000,  안양3동,202302,"16,036 ","1,936 ","3,320 ",0.583 ,3
30,대전광역시,30230, 대덕구,3023055000,  신탄진동,202302,"14,602 ","1,658 ","2,843 ",0.583 ,3
11,서울특별시,11680, 강남구,1168054500,  압구정동,202302,"25,720 ","3,111 ","5,330 ",0.584 ,3
45,전라북도,45111, 완산구,4511170300,  삼천3동,202302,"21,239 ","2,224 ","3,810 ",0.584 ,3
26,부산광역시,26170, 동구,2617066000,  범일제2동,202302,"7,761 ","1,068 ","1,829 ",0.584 ,3
41,경기도,41210, 광명시,4121065000,  소하2동,202302,"27,452 ","2,990 ","5,117 ",0.584 ,3
46,전라남도,46150, 순천시,4615054000,  매곡동,202302,"6,581 ",884 ,"1,509 ",0.586 ,3
11,서울특별시,11350, 노원구,1135058000,  월계3동,202302,"29,106 ","3,773 ","6,434 ",0.586 ,3
11,서울특별시,11170, 용산구,1117064000,  이촌제2동,202302,"8,003 ","1,049 ","1,787 ",0.587 ,3
28,인천광역시,28237, 부평구,2823767000,  일신동,202302,"12,076 ","1,339 ","2,281 ",0.587 ,3
41,경기도,41131, 수정구,4113151000,  신흥1동,202302,"13,116 ","1,604 ","2,732 ",0.587 ,3
26,부산광역시,26230, 부산진구,2623056000,  양정제1동,202302,"19,222 ","2,483 ","4,227 ",0.587 ,3
30,대전광역시,30110, 동구,3011053000,  효동,202302,"23,571 ","2,244 ","3,820 ",0.587 ,3
45,전라북도,45710, 완주군,4571025300,  봉동읍,202302,"25,059 ","2,408 ","4,099 ",0.587 ,3
26,부산광역시,26350, 해운대구,2635052500,  우제3동,202302,"28,267 ","2,876 ","4,895 ",0.588 ,3
48,경상남도,48330, 양산시,4833057000,  덕계동,202302,"18,142 ","1,891 ","3,215 ",0.588 ,3
11,서울특별시,11530, 구로구,1153055000,  구로제4동,202302,"19,100 ","2,730 ","4,638 ",0.589 ,3
11,서울특별시,11710, 송파구,1171056600,  오륜동,202302,"17,772 ","1,821 ","3,092 ",0.589 ,3
48,경상남도,48240, 사천시,4824025000,  사천읍,202302,"17,829 ","1,738 ","2,945 ",0.590 ,3
11,서울특별시,11410, 서대문구,1141064000,  홍제제3동,202302,"17,712 ","2,333 ","3,952 ",0.590 ,3
30,대전광역시,30170, 서구,3017057000,  가장동,202302,"11,098 ","1,350 ","2,286 ",0.591 ,3
30,대전광역시,30140, 중구,3014063000,  대사동,202302,"5,414 ",872 ,"1,476 ",0.591 ,3
47,경상북도,47290, 경산시,4729051000,  중방동,202302,"9,412 ","1,225 ","2,073 ",0.591 ,3
29,광주광역시,29110, 동구,2911068500,  학동,202302,"7,394 ",972 ,"1,644 ",0.591 ,3
41,경기도,41463, 기흥구,4146357000,  마북동,202302,"31,712 ","3,677 ","6,215 ",0.592 ,3
41,경기도,41150, 의정부시,4115061500,  흥선동,202302,"19,441 ","2,243 ","3,789 ",0.592 ,3
11,서울특별시,11530, 구로구,1153079000,  수궁동,202302,"22,967 ","2,811 ","4,746 ",0.592 ,3
29,광주광역시,29110, 동구,2911062000,  지산1동,202302,"4,129 ",555 ,937 ,0.592 ,3
42,강원도,42130, 원주시,4213065000,  행구동,202302,"8,884 ",925 ,"1,561 ",0.593 ,3
26,부산광역시,26500, 수영구,2650080000,  민락동,202302,"28,121 ","3,533 ","5,955 ",0.593 ,3
26,부산광역시,26110, 중구,2611059000,  영주제1동,202302,"4,537 ",680 ,"1,146 ",0.593 ,3
47,경상북도,47150, 김천시,4715061000,  지좌동,202302,"10,849 ","1,132 ","1,906 ",0.594 ,3
27,대구광역시,27110, 중구,2711059500,  대신동,202302,"7,497 ",888 ,"1,492 ",0.595 ,3
11,서울특별시,11650, 서초구,1165066000,  내곡동,202302,"17,340 ","2,065 ","3,468 ",0.595 ,3
28,인천광역시,28185, 연수구,2818576300,  연수3동,202302,"15,645 ","1,952 ","3,274 ",0.596 ,3
29,광주광역시,29140, 서구,2914082100,  금호1동,202302,"19,922 ","2,195 ","3,681 ",0.596 ,3
43,충청북도,43114, 청원구,4311453000,  내덕2동,202302,"13,252 ","1,565 ","2,623 ",0.597 ,3
28,인천광역시,28245, 계양구,2824561100,  계산1동,202302,"18,674 ","2,168 ","3,632 ",0.597 ,3
30,대전광역시,30140, 중구,3014067000,  오류동,202302,"10,474 ","1,419 ","2,377 ",0.597 ,3
31,울산광역시,31710, 울주군,3171025300,  언양읍,202302,"29,661 ","3,042 ","5,087 ",0.598 ,3
11,서울특별시,11230, 동대문구,1123054500,  제기동,202302,"24,138 ","3,512 ","5,866 ",0.599 ,3
28,인천광역시,28237, 부평구,2823764200,  갈산2동,202302,"18,058 ","2,213 ","3,696 ",0.599 ,3
29,광주광역시,29170, 북구,2917065600,  문흥1동,202302,"15,290 ","1,601 ","2,672 ",0.599 ,3
11,서울특별시,11560, 영등포구,1156072000,  대림제3동,202302,"21,879 ","2,792 ","4,658 ",0.599 ,3
41,경기도,41150, 의정부시,4115059500,  가능동,202302,"24,869 ","2,908 ","4,850 ",0.600 ,3
47,경상북도,47930, 울진군,4793031000,  북면,202302,"6,758 ",730 ,"1,217 ",0.600 ,3
30,대전광역시,30230, 대덕구,3023054600,  중리동,202302,"19,053 ","2,165 ","3,608 ",0.600 ,3
11,서울특별시,11350, 노원구,1135063000,  상계1동,202302,"37,588 ","4,585 ","7,636 ",0.600 ,3
41,경기도,41480, 파주시,4148051000,  금촌1동,202302,"22,313 ","2,615 ","4,352 ",0.601 ,3
11,서울특별시,11350, 노원구,1135056000,  월계1동,202302,"20,910 ","2,593 ","4,315 ",0.601 ,3
28,인천광역시,28177, 미추홀구,2817751000,  숭의2동,202302,"14,441 ","1,772 ","2,947 ",0.601 ,3
11,서울특별시,11410, 서대문구,1141066000,  홍은제1동,202302,"22,452 ","2,833 ","4,711 ",0.601 ,3
11,서울특별시,11290, 성북구,1129065000,  정릉제4동,202302,"24,415 ","3,016 ","5,012 ",0.602 ,3
26,부산광역시,26500, 수영구,2650066000,  남천제1동,202302,"15,796 ","2,001 ","3,323 ",0.602 ,3
30,대전광역시,30230, 대덕구,3023057000,  덕암동,202302,"13,310 ","1,487 ","2,467 ",0.603 ,3
27,대구광역시,27260, 수성구,2726056000,  만촌2동,202302,"10,757 ","1,269 ","2,103 ",0.603 ,3
43,충청북도,43130, 충주시,4313064000,  목행.용탄동,202302,"6,553 ",632 ,"1,047 ",0.604 ,3
11,서울특별시,11305, 강북구,1130561500,  수유1동,202302,"20,251 ","2,770 ","4,587 ",0.604 ,3
41,경기도,41630, 양주시,4163053000,  회천1동,202302,"9,447 ","1,086 ","1,798 ",0.604 ,3
31,울산광역시,31140, 남구,3114053000,  신정3동,202302,"16,089 ","1,720 ","2,844 ",0.605 ,3
46,전라남도,46110, 목포시,4611075600,  상동,202302,"21,511 ","2,278 ","3,761 ",0.606 ,3
27,대구광역시,27140, 동구,2714062000,  불로.봉무동,202302,"20,924 ","2,158 ","3,561 ",0.606 ,3
28,인천광역시,28200, 남동구,2820058100,  만수4동,202302,"20,058 ","2,301 ","3,792 ",0.607 ,3
44,충청남도,44270, 당진시,4427025300,  송악읍,202302,"30,377 ","2,820 ","4,647 ",0.607 ,3
11,서울특별시,11470, 양천구,1147057000,  신월2동,202302,"20,343 ","2,511 ","4,137 ",0.607 ,3
11,서울특별시,11110, 종로구,1111057000,  무악동,202302,"8,019 ",901 ,"1,483 ",0.608 ,3
41,경기도,41131, 수정구,4113153000,  신흥3동,202302,"11,190 ","1,377 ","2,265 ",0.608 ,3
48,경상남도,48220, 통영시,4822070000,  무전동,202302,"13,364 ","1,283 ","2,110 ",0.608 ,3
47,경상북도,47230, 영천시,4723054000,  완산동,202302,"9,959 ","1,138 ","1,871 ",0.608 ,3
26,부산광역시,26260, 동래구,2626056000,  온천제2동,202302,"24,389 ","2,726 ","4,481 ",0.608 ,3
41,경기도,41360, 남양주시,4136025600,  화도읍,202302,"65,745 ","6,898 ","11,332 ",0.609 ,3
26,부산광역시,26350, 해운대구,2635054000,  중제2동,202302,"15,502 ","1,745 ","2,866 ",0.609 ,3
45,전라북도,45130, 군산시,4513067000,  구암동,202302,"8,561 ","1,051 ","1,725 ",0.609 ,3
41,경기도,41133, 중원구,4113356000,  은행2동,202302,"23,013 ","2,861 ","4,695 ",0.609 ,3
11,서울특별시,11650, 서초구,1165055000,  반포본동,202302,268 ,25 ,41 ,0.610 ,3
45,전라북도,45111, 완산구,4511167100,  중화산1동,202302,"13,836 ","1,765 ","2,894 ",0.610 ,3
46,전라남도,46230, 광양시,4623054000,  광영동,202302,"11,233 ","1,018 ","1,668 ",0.610 ,3
11,서울특별시,11680, 강남구,1168073000,  일원1동,202302,"14,843 ","2,083 ","3,413 ",0.610 ,3
11,서울특별시,11260, 중랑구,1126068000,  신내1동,202302,"38,129 ","4,458 ","7,304 ",0.610 ,3
26,부산광역시,26500, 수영구,2650079000,  광안제4동,202302,"13,534 ","1,848 ","3,027 ",0.611 ,3
26,부산광역시,26230, 부산진구,2623078000,  범천제2동,202302,"21,781 ","3,102 ","5,081 ",0.611 ,3
26,부산광역시,26530, 사상구,2653065000,  주례제1동,202302,"16,563 ","1,922 ","3,147 ",0.611 ,3
43,충청북도,43130, 충주시,4313055000,  용산동,202302,"14,550 ","1,372 ","2,246 ",0.611 ,3
43,충청북도,43150, 제천시,4315051800,  의림지동,202302,"9,966 ","1,088 ","1,780 ",0.611 ,3
26,부산광역시,26230, 부산진구,2623068000,  당감제2동,202302,"9,993 ","1,367 ","2,232 ",0.612 ,3
30,대전광역시,30110, 동구,3011054500,  신인동,202302,"15,280 ","1,936 ","3,161 ",0.612 ,3
42,강원도,42150, 강릉시,4215055000,  교1동,202302,"25,556 ","2,818 ","4,595 ",0.613 ,3
11,서울특별시,11110, 종로구,1111060000,  가회동,202302,"3,969 ",517 ,842 ,0.614 ,3
11,서울특별시,11170, 용산구,1117053000,  남영동,202302,"7,075 ",952 ,"1,549 ",0.615 ,3
42,강원도,42110, 춘천시,4211061100,  후평3동,202302,"20,208 ","2,439 ","3,965 ",0.615 ,3
30,대전광역시,30140, 중구,3014072000,  문화1동,202302,"20,904 ","2,344 ","3,808 ",0.616 ,3
41,경기도,41111, 장안구,4111156000,  파장동,202302,"22,568 ","2,577 ","4,182 ",0.616 ,3
26,부산광역시,26350, 해운대구,2635059500,  반여제4동,202302,"15,186 ","1,646 ","2,670 ",0.616 ,3
41,경기도,41171, 만안구,4117161000,  석수3동,202302,"12,695 ","1,388 ","2,250 ",0.617 ,3
11,서울특별시,11560, 영등포구,1156067000,  신길제5동,202302,"10,186 ","1,283 ","2,078 ",0.617 ,3
50,제주특별자치도,50110, 제주시,5011052000,  일도2동,202302,"31,881 ","3,541 ","5,727 ",0.618 ,3
41,경기도,41150, 의정부시,4115062000,  녹양동,202302,"20,740 ","2,388 ","3,862 ",0.618 ,3
30,대전광역시,30170, 서구,3017052000,  도마1동,202302,"18,696 ","2,432 ","3,933 ",0.618 ,3
29,광주광역시,29200, 광산구,2920051500,  송정1동,202302,"10,538 ","1,209 ","1,954 ",0.619 ,3
26,부산광역시,26140, 서구,2614054000,  서대신제1동,202302,"14,899 ","1,913 ","3,091 ",0.619 ,3
11,서울특별시,11110, 종로구,1111056000,  평창동,202302,"17,602 ","2,173 ","3,510 ",0.619 ,3
41,경기도,41173, 동안구,4117353000,  비산3동,202302,"11,674 ","1,433 ","2,313 ",0.620 ,3
26,부산광역시,26350, 해운대구,2635057000,  반여제1동,202302,"34,582 ","3,595 ","5,800 ",0.620 ,3
29,광주광역시,29170, 북구,2917065000,  문화동,202302,"20,131 ","2,495 ","4,025 ",0.620 ,3
41,경기도,41281, 덕양구,4128154000,  성사1동,202302,"21,561 ","2,526 ","4,074 ",0.620 ,3
11,서울특별시,11560, 영등포구,1156071000,  대림제2동,202302,"11,973 ","1,783 ","2,873 ",0.621 ,3
27,대구광역시,27260, 수성구,2726060100,  황금1동,202302,"22,895 ","1,967 ","3,169 ",0.621 ,3
27,대구광역시,27290, 달서구,2729053500,  두류1.2동,202302,"14,904 ","2,175 ","3,504 ",0.621 ,3
42,강원도,42130, 원주시,4213060000,  우산동,202302,"13,463 ","1,513 ","2,436 ",0.621 ,3
48,경상남도,48170, 진주시,4817067800,  하대동,202302,"23,696 ","2,605 ","4,194 ",0.621 ,3
43,충청북도,43112, 서원구,4311252000,  사직2동,202302,"12,972 ","1,437 ","2,312 ",0.622 ,3
41,경기도,41135, 분당구,4113563000,  야탑2동,202302,"15,993 ","1,946 ","3,129 ",0.622 ,3
41,경기도,41220, 평택시,4122052000,  서정동,202302,"24,555 ","2,689 ","4,320 ",0.622 ,3
45,전라북도,45111, 완산구,4511169200,  평화2동,202302,"44,495 ","4,834 ","7,766 ",0.622 ,3
36,세종특별자치시,36110, 세종특별자치시,3611025000,  조치원읍,202302,"42,117 ","4,843 ","7,779 ",0.623 ,3
11,서울특별시,11530, 구로구,1153078000,  오류제2동,202302,"37,942 ","4,637 ","7,446 ",0.623 ,3
11,서울특별시,11410, 서대문구,1141065500,  홍제제2동,202302,"13,328 ","1,754 ","2,815 ",0.623 ,3
41,경기도,41410, 군포시,4141061000,  대야동,202302,"9,484 ","1,052 ","1,688 ",0.623 ,3
11,서울특별시,11620, 관악구,1162077500,  난곡동,202302,"26,058 ","3,493 ","5,603 ",0.623 ,3
46,전라남도,46130, 여수시,4613074000,  둔덕동,202302,"9,765 ","1,000 ","1,603 ",0.624 ,3
41,경기도,41285, 일산동구,4128552500,  중산1동,202302,"21,113 ","2,524 ","4,045 ",0.624 ,3
11,서울특별시,11620, 관악구,1162056500,  성현동,202302,"28,561 ","3,493 ","5,596 ",0.624 ,3
28,인천광역시,28185, 연수구,2818563000,  옥련1동,202302,"18,774 ","2,060 ","3,300 ",0.624 ,3
41,경기도,41465, 수지구,4146559000,  성복동,202302,"54,634 ","5,792 ","9,278 ",0.624 ,3
41,경기도,41410, 군포시,4141059000,  수리동,202302,"15,813 ","1,940 ","3,107 ",0.624 ,3
42,강원도,42130, 원주시,4213056000,  일산동,202302,"8,495 ","1,277 ","2,043 ",0.625 ,3
41,경기도,41480, 파주시,4148031000,  월롱면,202302,"9,241 ",990 ,"1,583 ",0.625 ,3
11,서울특별시,11710, 송파구,1171053100,  거여1동,202302,"12,181 ","1,579 ","2,524 ",0.626 ,3
29,광주광역시,29170, 북구,2917067600,  오치1동,202302,"10,400 ","1,210 ","1,934 ",0.626 ,3
31,울산광역시,31110, 중구,3111052000,  반구1동,202302,"16,261 ","1,690 ","2,701 ",0.626 ,3
11,서울특별시,11380, 은평구,1138053000,  불광제2동,202302,"27,121 ","3,881 ","6,186 ",0.627 ,3
41,경기도,41390, 시흥시,4139058100,  군자동,202302,"20,862 ","2,103 ","3,351 ",0.628 ,3
44,충청남도,44133, 서북구,4413325600,  직산읍,202302,"19,915 ","1,980 ","3,152 ",0.628 ,3
43,충청북도,43150, 제천시,4315051000,  교동,202302,"18,229 ","1,818 ","2,894 ",0.628 ,3
11,서울특별시,11650, 서초구,1165062000,  방배3동,202302,"17,139 ","2,090 ","3,325 ",0.629 ,3
28,인천광역시,28260, 서구,2826055000,  석남1동,202302,"21,620 ","2,521 ","4,009 ",0.629 ,3
44,충청남도,44133, 서북구,4413325300,  성거읍,202302,"20,800 ","2,019 ","3,207 ",0.630 ,3
42,강원도,42130, 원주시,4213038000,  판부면,202302,"7,282 ",798 ,"1,266 ",0.630 ,3
45,전라북도,45140, 익산시,4514061000,  모현동,202302,"38,438 ","4,212 ","6,680 ",0.631 ,3
11,서울특별시,11290, 성북구,1129081000,  석관동,202302,"34,360 ","4,741 ","7,518 ",0.631 ,3
42,강원도,42150, 강릉시,4215059000,  송정동,202302,"9,828 ","1,079 ","1,711 ",0.631 ,3
11,서울특별시,11410, 서대문구,1141072000,  북가좌제2동,202302,"30,903 ","4,133 ","6,552 ",0.631 ,3
11,서울특별시,11110, 종로구,1111055000,  부암동,202302,"9,178 ","1,152 ","1,825 ",0.631 ,3
46,전라남도,46840, 무안군,4684025300,  일로읍,202302,"16,369 ","1,713 ","2,713 ",0.631 ,3
41,경기도,41287, 일산서구,4128756000,  주엽2동,202302,"27,639 ","3,243 ","5,135 ",0.632 ,3
26,부산광역시,26410, 금정구,2641061000,  장전제2동,202302,"25,959 ","3,084 ","4,874 ",0.633 ,3
11,서울특별시,11305, 강북구,1130554500,  송중동,202302,"29,215 ","3,945 ","6,234 ",0.633 ,3
11,서울특별시,11380, 은평구,1138063200,  신사제2동,202302,"19,283 ","2,525 ","3,990 ",0.633 ,3
41,경기도,41450, 하남시,4145053000,  신장2동,202302,"46,131 ","5,529 ","8,735 ",0.633 ,3
11,서울특별시,11545, 금천구,1154564000,  독산제4동,202302,"14,863 ","1,933 ","3,053 ",0.633 ,3
41,경기도,41630, 양주시,4163052000,  양주2동,202302,"51,036 ","5,166 ","8,158 ",0.633 ,3
11,서울특별시,11230, 동대문구,1123061000,  답십리제2동,202302,"27,753 ","3,684 ","5,817 ",0.633 ,3
30,대전광역시,30170, 서구,3017057500,  내동,202302,"23,080 ","2,653 ","4,189 ",0.633 ,3
45,전라북도,45180, 정읍시,4518051000,  수성동,202302,"16,760 ","1,746 ","2,756 ",0.634 ,3
42,강원도,42150, 강릉시,4215051000,  홍제동,202302,"14,962 ","1,713 ","2,703 ",0.634 ,3
47,경상북도,47290, 경산시,4729025300,  진량읍,202302,"34,698 ","3,676 ","5,798 ",0.634 ,3
11,서울특별시,11260, 중랑구,1126057500,  면목제3.8동,202302,"24,381 ","3,320 ","5,235 ",0.634 ,3
28,인천광역시,28260, 서구,2826056100,  석남3동,202302,"13,374 ","1,581 ","2,491 ",0.635 ,3
11,서울특별시,11320, 도봉구,1132051100,  창제1동,202302,"24,309 ","3,127 ","4,923 ",0.635 ,3
28,인천광역시,28200, 남동구,2820054000,  간석2동,202302,"21,507 ","2,438 ","3,838 ",0.635 ,3
11,서울특별시,11110, 종로구,1111070000,  숭인제1동,202302,"5,783 ",772 ,"1,215 ",0.635 ,3
11,서울특별시,11230, 동대문구,1123075000,  이문제2동,202302,"19,631 ","2,641 ","4,154 ",0.636 ,3
11,서울특별시,11740, 강동구,1174060000,  천호제1동,202302,"26,419 ","3,511 ","5,518 ",0.636 ,3
26,부산광역시,26260, 동래구,2626057000,  온천제3동,202302,"37,650 ","4,926 ","7,740 ",0.636 ,3
28,인천광역시,28260, 서구,2826061000,  가좌4동,202302,"10,073 ","1,183 ","1,858 ",0.637 ,3
30,대전광역시,30110, 동구,3011063000,  가양2동,202302,"18,691 ","2,326 ","3,651 ",0.637 ,3
41,경기도,41115, 팔달구,4111568000,  화서1동,202302,"21,759 ","2,603 ","4,082 ",0.638 ,3
41,경기도,41171, 만안구,4117159000,  석수1동,202302,"18,884 ","2,310 ","3,620 ",0.638 ,3
41,경기도,41500, 이천시,4150053000,  관고동,202302,"9,927 ","1,174 ","1,838 ",0.639 ,3
46,전라남도,46230, 광양시,4623025000,  광양읍,202302,"47,796 ","5,029 ","7,872 ",0.639 ,3
50,제주특별자치도,50110, 제주시,5011068000,  이호동,202302,"4,420 ",484 ,757 ,0.639 ,3
41,경기도,41131, 수정구,4113154000,  태평1동,202302,"14,973 ","2,112 ","3,302 ",0.640 ,3
