시도코드,시도,시군구코드,시군구,읍면동코드,읍면동, 시점 ,총인구,20-39세 여성인구,65세 이상 인구,지방소멸위험지수,지방소멸위험분류
42,강원도,42780, 철원군,4278033000,  근북면,202302,102 ,1 ,63 ,0.016 ,5
47,경상북도,47250, 상주시,4725044500,  은척면북부출장소,202302,375 ,5 ,193 ,0.026 ,5
46,전라남도,46890, 완도군,4689035500,  청산면모도출장소,202302,216 ,3 ,115 ,0.026 ,5
46,전라남도,46910, 신안군,4691025500,  압해읍고이도출장소,202302,218 ,3 ,105 ,0.029 ,5
47,경상북도,47770, 영덕군,4777038000,  창수면,202302,"1,546 ",27 ,912 ,0.030 ,5
48,경상남도,48880, 거창군,4888041000,  가북면,202302,"1,355 ",22 ,714 ,0.031 ,5
46,전라남도,46790, 화순군,4679031500,  한천면영외출장소,202302,413 ,7 ,219 ,0.032 ,5
47,경상북도,47250, 상주시,4725042600,  화북면서부출장소,202302,317 ,5 ,155 ,0.032 ,5
43,충청북도,43720, 보은군,4372037000,  회남면,202302,727 ,13 ,381 ,0.034 ,5
47,경상북도,47113, 북구,4711335000,  죽장면,202302,"2,114 ",39 ,"1,101 ",0.035 ,5
47,경상북도,47720, 군위군,4772036000,  산성면,202302,"1,203 ",23 ,641 ,0.036 ,5
48,경상남도,48720, 의령군,4872041500,  궁류면,202302,"1,111 ",23 ,639 ,0.036 ,5
47,경상북도,47770, 영덕군,4777034500,  지품면원전출장소,202302,523 ,11 ,303 ,0.036 ,5
48,경상남도,48890, 합천군,4889037000,  쌍책면,202302,"1,224 ",25 ,675 ,0.037 ,5
46,전라남도,46770, 고흥군,4677042000,  두원면,202302,"2,916 ",62 ,"1,665 ",0.037 ,5
47,경상북도,47720, 군위군,4772038000,  삼국유사면,202302,"1,305 ",26 ,694 ,0.037 ,5
42,강원도,42110, 춘천시,4211038000,  북산면,202302,974 ,19 ,481 ,0.040 ,5
46,전라남도,46910, 신안군,4691025100,  지도읍선도출장소,202302,226 ,4 ,101 ,0.040 ,5
48,경상남도,48880, 거창군,4888039000,  신원면,202302,"1,545 ",35 ,867 ,0.040 ,5
47,경상북도,47900, 예천군,4790043000,  은풍면,202302,"1,319 ",28 ,685 ,0.041 ,5
48,경상남도,48170, 진주시,4817037000,  이반성면,202302,"1,539 ",34 ,825 ,0.041 ,5
47,경상북도,47930, 울진군,4793039000,  금강송면,202302,"1,218 ",23 ,558 ,0.041 ,5
47,경상북도,47900, 예천군,4790039000,  개포면,202302,"1,477 ",36 ,872 ,0.041 ,5
42,강원도,42230, 삼척시,4223033000,  노곡면,202302,700 ,14 ,338 ,0.041 ,5
43,충청북도,43150, 제천시,4315033000,  수산면,202302,"1,994 ",39 ,939 ,0.042 ,5
48,경상남도,48890, 합천군,4889042000,  쌍백면,202302,"1,697 ",39 ,938 ,0.042 ,5
48,경상남도,48270, 밀양시,4827039000,  청도면,202302,"1,716 ",40 ,946 ,0.042 ,5
47,경상북도,47730, 의성군,4773045000,  신평면,202302,797 ,19 ,446 ,0.043 ,5
47,경상북도,47170, 안동시,4717042000,  도산면,202302,"1,496 ",34 ,794 ,0.043 ,5
46,전라남도,46770, 고흥군,4677031000,  풍양면,202302,"3,008 ",72 ,"1,674 ",0.043 ,5
42,강원도,42230, 삼척시,4223035000,  가곡면,202302,662 ,14 ,311 ,0.045 ,5
44,충청남도,44760, 부여군,4476037000,  옥산면,202302,"1,385 ",35 ,765 ,0.046 ,5
43,충청북도,43720, 보은군,4372034000,  탄부면,202302,"1,598 ",39 ,849 ,0.046 ,5
47,경상북도,47730, 의성군,4773046000,  안평면,202302,"2,120 ",52 ,"1,125 ",0.046 ,5
44,충청남도,44760, 부여군,4476040000,  양화면,202302,"1,628 ",43 ,927 ,0.046 ,5
44,충청남도,44770, 서천군,4477037000,  문산면,202302,"1,203 ",32 ,689 ,0.046 ,5
48,경상남도,48890, 합천군,4889038000,  덕곡면,202302,829 ,21 ,443 ,0.047 ,5
47,경상북도,47730, 의성군,4773034000,  사곡면,202302,"1,548 ",40 ,838 ,0.048 ,5
47,경상북도,47210, 영주시,4721032000,  평은면,202302,"1,428 ",35 ,731 ,0.048 ,5
43,충청북도,43730, 옥천군,4373034000,  청성면,202302,"2,304 ",59 ,"1,232 ",0.048 ,5
47,경상북도,47760, 영양군,4776032000,  청기면,202302,"1,624 ",42 ,871 ,0.048 ,5
47,경상북도,47900, 예천군,4790031000,  용문면,202302,"2,227 ",58 ,"1,202 ",0.048 ,5
46,전라남도,46770, 고흥군,4677037000,  점암면,202302,"2,611 ",67 ,"1,385 ",0.048 ,5
47,경상북도,47720, 군위군,4772034000,  우보면,202302,"1,972 ",51 ,"1,054 ",0.048 ,5
48,경상남도,48840, 남해군,4884036000,  서면,202302,"2,498 ",64 ,"1,320 ",0.048 ,5
48,경상남도,48720, 의령군,4872038000,  낙서면,202302,713 ,19 ,390 ,0.049 ,5
45,전라북도,45790, 고창군,4579037000,  성송면,202302,"1,717 ",43 ,879 ,0.049 ,5
48,경상남도,48720, 의령군,4872042000,  유곡면,202302,"1,116 ",30 ,613 ,0.049 ,5
47,경상북도,47900, 예천군,4790034000,  감천면,202302,"2,545 ",68 ,"1,386 ",0.049 ,5
48,경상남도,48240, 사천시,4824089000,  신수출장소,202302,240 ,6 ,122 ,0.049 ,5
45,전라북도,45190, 남원시,4519040000,  보절면,202302,"1,387 ",35 ,711 ,0.049 ,5
48,경상남도,48870, 함양군,4887037000,  서하면,202302,"1,358 ",33 ,670 ,0.049 ,5
46,전라남도,46770, 고흥군,4677044000,  영남면,202302,"1,232 ",32 ,648 ,0.049 ,5
48,경상남도,48890, 합천군,4889044000,  가회면,202302,"1,752 ",44 ,889 ,0.049 ,5
48,경상남도,48860, 산청군,4886031000,  차황면,202302,"1,369 ",35 ,706 ,0.050 ,5
48,경상남도,48220, 통영시,4822037000,  사량면,202302,"1,378 ",33 ,665 ,0.050 ,5
47,경상북도,47900, 예천군,4790040000,  지보면,202302,"2,609 ",72 ,"1,447 ",0.050 ,5
46,전라남도,46150, 순천시,4615037000,  외서면,202302,806 ,21 ,420 ,0.050 ,5
47,경상북도,47170, 안동시,4717036000,  남후면,202302,"1,660 ",44 ,879 ,0.050 ,5
48,경상남도,48850, 하동군,4885038000,  양보면,202302,"1,651 ",44 ,875 ,0.050 ,5
28,인천광역시,28710, 강화군,2871042500,  서도면볼음출장소,202302,270 ,7 ,137 ,0.051 ,5
43,충청북도,43740, 영동군,4374035000,  상촌면,202302,"2,212 ",57 ,"1,113 ",0.051 ,5
46,전라남도,46910, 신안군,4691025400,  압해읍매화출장소,202302,239 ,6 ,117 ,0.051 ,5
44,충청남도,44760, 부여군,4476039000,  충화면,202302,"1,097 ",31 ,604 ,0.051 ,5
47,경상북도,47900, 예천군,4790038000,  용궁면,202302,"2,349 ",66 ,"1,281 ",0.052 ,5
45,전라북도,45720, 진안군,4572031000,  용담면,202302,834 ,21 ,407 ,0.052 ,5
48,경상남도,48720, 의령군,4872040000,  봉수면,202302,976 ,27 ,522 ,0.052 ,5
42,강원도,42750, 영월군,4275031200,  산솔면,202302,"1,396 ",32 ,615 ,0.052 ,5
44,충청남도,44770, 서천군,4477038000,  판교면,202302,"2,015 ",57 ,"1,095 ",0.052 ,5
47,경상북도,47920, 봉화군,4792038000,  상운면,202302,"1,673 ",48 ,919 ,0.052 ,5
48,경상남도,48860, 산청군,4886039000,  생비량면,202302,"1,126 ",31 ,592 ,0.052 ,5
47,경상북도,47250, 상주시,4725044000,  은척면,202302,"1,127 ",33 ,625 ,0.053 ,5
48,경상남도,48890, 합천군,4889032000,  묘산면,202302,"1,498 ",42 ,794 ,0.053 ,5
47,경상북도,47900, 예천군,4790041000,  풍양면,202302,"2,960 ",84 ,"1,577 ",0.053 ,5
47,경상북도,47170, 안동시,4717041000,  예안면,202302,"1,746 ",47 ,882 ,0.053 ,5
47,경상북도,47730, 의성군,4773032000,  점곡면,202302,"1,574 ",46 ,859 ,0.054 ,5
47,경상북도,47250, 상주시,4725039000,  모서면,202302,"1,671 ",40 ,744 ,0.054 ,5
43,충청북도,43720, 보은군,4372038500,  회인면,202302,"1,722 ",45 ,832 ,0.054 ,5
47,경상북도,47113, 북구,4711336000,  기북면,202302,"1,310 ",37 ,679 ,0.054 ,5
44,충청남도,44710, 금산군,4471033000,  부리면,202302,"2,434 ",68 ,"1,243 ",0.055 ,5
46,전라남도,46770, 고흥군,4677034000,  도화면,202302,"3,685 ",103 ,"1,875 ",0.055 ,5
48,경상남도,48870, 함양군,4887032000,  휴천면,202302,"1,486 ",41 ,745 ,0.055 ,5
44,충청남도,44760, 부여군,4476034000,  내산면,202302,"1,499 ",42 ,763 ,0.055 ,5
47,경상북도,47170, 안동시,4717043000,  녹전면,202302,"1,673 ",49 ,887 ,0.055 ,5
48,경상남도,48220, 통영시,4822036000,  한산면,202302,"1,877 ",54 ,976 ,0.055 ,5
46,전라남도,46770, 고흥군,4677025400,  도양읍소록출장소,202302,562 ,21 ,377 ,0.056 ,5
46,전라남도,46150, 순천시,4615036000,  송광면,202302,"1,444 ",41 ,736 ,0.056 ,5
48,경상남도,48880, 거창군,4888031000,  주상면,202302,"1,524 ",43 ,771 ,0.056 ,5
46,전라남도,46770, 고흥군,4677045000,  동일면,202302,"1,390 ",38 ,679 ,0.056 ,5
43,충청북도,43800, 단양군,4380034000,  어상천면,202302,"1,854 ",47 ,836 ,0.056 ,5
48,경상남도,48820, 고성군,4882031000,  삼산면,202302,"1,755 ",46 ,818 ,0.056 ,5
47,경상북도,47840, 성주군,4784035000,  금수면,202302,"1,186 ",31 ,551 ,0.056 ,5
47,경상북도,47830, 고령군,4783036000,  우곡면,202302,"1,554 ",44 ,782 ,0.056 ,5
47,경상북도,47170, 안동시,4717040000,  임동면,202302,"1,664 ",47 ,834 ,0.056 ,5
47,경상북도,47150, 김천시,4715045000,  증산면,202302,994 ,27 ,476 ,0.057 ,5
44,충청남도,44770, 서천군,4477032000,  화양면,202302,"2,187 ",70 ,"1,232 ",0.057 ,5
48,경상남도,48840, 남해군,4884038000,  설천면,202302,"2,728 ",82 ,"1,443 ",0.057 ,5
47,경상북도,47170, 안동시,4717032000,  북후면,202302,"2,848 ",77 ,"1,353 ",0.057 ,5
48,경상남도,48890, 합천군,4889046000,  용주면,202302,"2,134 ",63 ,"1,105 ",0.057 ,5
47,경상북도,47730, 의성군,4773031000,  단촌면,202302,"1,893 ",56 ,982 ,0.057 ,5
46,전라남도,46770, 고흥군,4677041000,  대서면,202302,"2,170 ",64 ,"1,122 ",0.057 ,5
47,경상북도,47920, 봉화군,4792037000,  명호면,202302,"2,182 ",57 ,996 ,0.057 ,5
47,경상북도,47150, 김천시,4715042000,  지례면,202302,"1,488 ",45 ,785 ,0.057 ,5
47,경상북도,47250, 상주시,4725037000,  내서면,202302,"1,890 ",49 ,854 ,0.057 ,5
47,경상북도,47730, 의성군,4773047000,  안사면,202302,839 ,26 ,453 ,0.057 ,5
44,충청남도,44800, 홍성군,4480035000,  은하면,202302,"2,193 ",67 ,"1,160 ",0.058 ,5
47,경상북도,47820, 청도군,4782037000,  매전면,202302,"3,737 ",109 ,"1,880 ",0.058 ,5
48,경상남도,48890, 합천군,4889031000,  봉산면,202302,"1,400 ",41 ,704 ,0.058 ,5
47,경상북도,47113, 북구,4711335500,  죽장면상옥출장소,202302,625 ,18 ,309 ,0.058 ,5
47,경상북도,47930, 울진군,4793040000,  매화면,202302,"1,949 ",58 ,994 ,0.058 ,5
47,경상북도,47920, 봉화군,4792031000,  물야면,202302,"2,972 ",82 ,"1,404 ",0.058 ,5
48,경상남도,48820, 고성군,4882041000,  마암면,202302,"1,735 ",49 ,836 ,0.059 ,5
44,충청남도,44210, 서산시,4421033000,  팔봉면,202302,"3,282 ",94 ,"1,598 ",0.059 ,5
43,충청북도,43730, 옥천군,4373033000,  안내면,202302,"1,910 ",58 ,984 ,0.059 ,5
47,경상북도,47250, 상주시,4725046000,  이안면,202302,"1,970 ",60 ,"1,017 ",0.059 ,5
47,경상북도,47190, 구미시,4719031000,  무을면,202302,"1,810 ",52 ,878 ,0.059 ,5
43,충청북도,43150, 제천시,4315035000,  한수면,202302,675 ,17 ,287 ,0.059 ,5
47,경상북도,47210, 영주시,4721038000,  단산면,202302,"1,795 ",54 ,910 ,0.059 ,5
47,경상북도,47730, 의성군,4773033000,  옥산면,202302,"1,744 ",51 ,856 ,0.060 ,5
47,경상북도,47210, 영주시,4721039000,  부석면,202302,"2,902 ",87 ,"1,459 ",0.060 ,5
47,경상북도,47770, 영덕군,4777034000,  지품면,202302,"1,403 ",43 ,719 ,0.060 ,5
47,경상북도,47730, 의성군,4773035000,  춘산면,202302,"1,482 ",43 ,718 ,0.060 ,5
48,경상남도,48890, 합천군,4889039000,  청덕면,202302,"1,567 ",49 ,818 ,0.060 ,5
48,경상남도,48740, 창녕군,4874041000,  길곡면,202302,"1,469 ",40 ,667 ,0.060 ,5
44,충청남도,44180, 보령시,4418039000,  미산면,202302,"1,676 ",52 ,866 ,0.060 ,5
44,충청남도,44760, 부여군,4476033000,  외산면,202302,"2,250 ",69 ,"1,147 ",0.060 ,5
47,경상북도,47820, 청도군,4782036000,  금천면,202302,"3,236 ",98 ,"1,628 ",0.060 ,5
46,전라남도,46770, 고흥군,4677025500,  도양읍시산출장소,202302,205 ,5 ,83 ,0.060 ,5
46,전라남도,46770, 고흥군,4677033000,  금산면,202302,"4,182 ",130 ,"2,156 ",0.060 ,5
46,전라남도,46130, 여수시,4613035000,  화정면,202302,"1,324 ",44 ,726 ,0.061 ,5
47,경상북도,47130, 경주시,4713034000,  산내면,202302,"3,228 ",102 ,"1,677 ",0.061 ,5
45,전라북도,45800, 부안군,4580035000,  보안면,202302,"2,318 ",72 ,"1,183 ",0.061 ,5
44,충청남도,44770, 서천군,4477033000,  기산면,202302,"1,540 ",51 ,836 ,0.061 ,5
48,경상남도,48720, 의령군,4872036000,  정곡면,202302,"1,405 ",43 ,704 ,0.061 ,5
48,경상남도,48870, 함양군,4887035000,  지곡면,202302,"2,018 ",60 ,981 ,0.061 ,5
44,충청남도,44760, 부여군,4476038000,  남면,202302,"1,756 ",58 ,948 ,0.061 ,5
47,경상북도,47250, 상주시,4725035000,  공성면,202302,"3,851 ",115 ,"1,879 ",0.061 ,5
48,경상남도,48860, 산청군,4886033000,  생초면,202302,"1,953 ",62 ,"1,012 ",0.061 ,5
44,충청남도,44180, 보령시,4418038000,  주산면,202302,"2,347 ",78 ,"1,266 ",0.062 ,5
43,충청북도,43760, 괴산군,4376041000,  불정면,202302,"2,674 ",75 ,"1,217 ",0.062 ,5
47,경상북도,47111, 남구,4711133000,  장기면,202302,"3,947 ",125 ,"2,017 ",0.062 ,5
46,전라남도,46150, 순천시,4615033000,  황전면,202302,"2,824 ",93 ,"1,500 ",0.062 ,5
46,전라남도,46780, 보성군,4678031000,  노동면,202302,"1,069 ",34 ,548 ,0.062 ,5
46,전라남도,46810, 강진군,4681035000,  신전면,202302,"1,687 ",50 ,805 ,0.062 ,5
42,강원도,42730, 횡성군,4273038000,  강림면,202302,"1,773 ",51 ,821 ,0.062 ,5
43,충청북도,43720, 보은군,4372033000,  마로면,202302,"2,118 ",66 ,"1,059 ",0.062 ,5
42,강원도,42750, 영월군,4275032500,  김삿갓면,202302,"1,718 ",43 ,688 ,0.063 ,5
47,경상북도,47820, 청도군,4782025400,  청도읍유호출장소,202302,"1,537 ",48 ,765 ,0.063 ,5
43,충청북도,43730, 옥천군,4373035000,  청산면,202302,"2,898 ",92 ,"1,465 ",0.063 ,5
48,경상남도,48720, 의령군,4872032000,  칠곡면,202302,"1,136 ",34 ,541 ,0.063 ,5
44,충청남도,44810, 예산군,4481032000,  신양면,202302,"2,950 ",91 ,"1,445 ",0.063 ,5
44,충청남도,44760, 부여군,4476041000,  임천면,202302,"2,743 ",88 ,"1,397 ",0.063 ,5
45,전라북도,45720, 진안군,4572040000,  주천면,202302,"1,457 ",45 ,713 ,0.063 ,5
48,경상남도,48820, 고성군,4882035000,  대가면,202302,"1,643 ",52 ,823 ,0.063 ,5
43,충청북도,43740, 영동군,4374038000,  학산면,202302,"2,664 ",81 ,"1,281 ",0.063 ,5
44,충청남도,44800, 홍성군,4480036000,  결성면,202302,"2,050 ",67 ,"1,059 ",0.063 ,5
45,전라북도,45140, 익산시,4514038000,  망성면,202302,"2,847 ",89 ,"1,403 ",0.063 ,5
45,전라북도,45140, 익산시,4514044000,  용동면,202302,"1,471 ",48 ,755 ,0.064 ,5
48,경상남도,48840, 남해군,4884035000,  남면,202302,"3,355 ",104 ,"1,632 ",0.064 ,5
48,경상남도,48860, 산청군,4886032000,  오부면,202302,"1,036 ",35 ,548 ,0.064 ,5
42,강원도,42730, 횡성군,4273035000,  청일면,202302,"2,399 ",69 ,"1,080 ",0.064 ,5
46,전라남도,46820, 해남군,4682038000,  계곡면,202302,"2,062 ",68 ,"1,061 ",0.064 ,5
44,충청남도,44770, 서천군,4477036000,  시초면,202302,"1,211 ",43 ,670 ,0.064 ,5
47,경상북도,47820, 청도군,4782035000,  운문면,202302,"2,002 ",61 ,950 ,0.064 ,5
46,전라남도,46910, 신안군,4691041000,  팔금면,202302,931 ,32 ,497 ,0.064 ,5
44,충청남도,44210, 서산시,4421032000,  부석면,202302,"5,200 ",163 ,"2,530 ",0.064 ,5
47,경상북도,47280, 문경시,4728034000,  산북면,202302,"2,687 ",85 ,"1,316 ",0.065 ,5
44,충청남도,44770, 서천군,4477039000,  종천면,202302,"2,000 ",69 ,"1,063 ",0.065 ,5
46,전라남도,46130, 여수시,4613034000,  남면,202302,"2,696 ",87 ,"1,340 ",0.065 ,5
48,경상남도,48890, 합천군,4889040000,  적중면,202302,"1,335 ",46 ,708 ,0.065 ,5
46,전라남도,46770, 고흥군,4677032000,  도덕면,202302,"2,818 ",93 ,"1,431 ",0.065 ,5
43,충청북도,43150, 제천시,4315036000,  백운면,202302,"3,294 ",100 ,"1,538 ",0.065 ,5
44,충청남도,44825, 태안군,4482533000,  근흥면,202302,"5,317 ",160 ,"2,460 ",0.065 ,5
48,경상남도,48125, 마산합포구,4812534000,  진전면,202302,"3,749 ",121 ,"1,859 ",0.065 ,5
46,전라남도,46780, 보성군,4678034000,  율어면,202302,"1,143 ",36 ,553 ,0.065 ,5
48,경상남도,48730, 함안군,4873034000,  대산면,202302,"3,285 ",106 ,"1,627 ",0.065 ,5
45,전라북도,45730, 무주군,4573035000,  부남면,202302,"1,385 ",46 ,706 ,0.065 ,5
44,충청남도,44810, 예산군,4481034000,  대흥면,202302,"1,700 ",56 ,857 ,0.065 ,5
48,경상남도,48880, 거창군,4888038000,  남하면,202302,"1,410 ",48 ,734 ,0.065 ,5
43,충청북도,43720, 보은군,4372040000,  산외면,202302,"1,748 ",52 ,794 ,0.065 ,5
48,경상남도,48880, 거창군,4888033000,  고제면,202302,"1,381 ",43 ,656 ,0.066 ,5
47,경상북도,47730, 의성군,4773044000,  다인면,202302,"3,724 ",127 ,"1,930 ",0.066 ,5
47,경상북도,47250, 상주시,4725034000,  청리면,202302,"2,532 ",81 ,"1,229 ",0.066 ,5
46,전라남도,46790, 화순군,4679033000,  청풍면,202302,"1,027 ",35 ,531 ,0.066 ,5
48,경상남도,48240, 사천시,4824036000,  곤명면,202302,"2,753 ",88 ,"1,334 ",0.066 ,5
47,경상북도,47113, 북구,4711334000,  기계면,202302,"4,943 ",155 ,"2,349 ",0.066 ,5
47,경상북도,47930, 울진군,4793035000,  기성면,202302,"2,364 ",79 ,"1,197 ",0.066 ,5
44,충청남도,44770, 서천군,4477034000,  한산면,202302,"2,405 ",83 ,"1,256 ",0.066 ,5
48,경상남도,48170, 진주시,4817043000,  미천면,202302,"1,546 ",53 ,802 ,0.066 ,5
47,경상북도,47230, 영천시,4723033000,  화산면,202302,"3,091 ",100 ,"1,508 ",0.066 ,5
47,경상북도,47770, 영덕군,4777033000,  달산면,202302,"1,091 ",40 ,601 ,0.067 ,5
45,전라북도,45790, 고창군,4579043000,  부안면,202302,"2,511 ",83 ,"1,247 ",0.067 ,5
47,경상북도,47720, 군위군,4772035000,  의흥면,202302,"2,344 ",83 ,"1,244 ",0.067 ,5
47,경상북도,47730, 의성군,4773039000,  비안면,202302,"2,547 ",86 ,"1,288 ",0.067 ,5
46,전라남도,46770, 고흥군,4677036000,  봉래면,202302,"1,829 ",62 ,928 ,0.067 ,5
43,충청북도,43740, 영동군,4374039000,  양산면,202302,"1,783 ",58 ,868 ,0.067 ,5
47,경상북도,47930, 울진군,4793036000,  온정면,202302,"1,618 ",57 ,853 ,0.067 ,5
45,전라북도,45750, 임실군,4575037000,  삼계면,202302,"1,458 ",51 ,763 ,0.067 ,5
48,경상남도,48820, 고성군,4882038000,  개천면,202302,"1,102 ",37 ,553 ,0.067 ,5
48,경상남도,48870, 함양군,4887033000,  유림면,202302,"1,624 ",56 ,836 ,0.067 ,5
46,전라남도,46770, 고흥군,4677035000,  포두면,202302,"4,729 ",157 ,"2,342 ",0.067 ,5
48,경상남도,48170, 진주시,4817038000,  사봉면,202302,"1,476 ",51 ,760 ,0.067 ,5
47,경상북도,47250, 상주시,4725033500,  낙동면동부출장소,202302,976 ,30 ,446 ,0.067 ,5
48,경상남도,48820, 고성군,4882032000,  하일면,202302,"1,799 ",60 ,892 ,0.067 ,5
47,경상북도,47250, 상주시,4725045000,  공검면,202302,"2,138 ",75 ,"1,113 ",0.067 ,5
42,강원도,42750, 영월군,4275025300,  상동읍,202302,"1,000 ",31 ,460 ,0.067 ,5
47,경상북도,47280, 문경시,4728031000,  영순면,202302,"2,374 ",75 ,"1,112 ",0.067 ,5
47,경상북도,47210, 영주시,4721037000,  순흥면,202302,"1,945 ",63 ,934 ,0.067 ,5
43,충청북도,43740, 영동군,4374037000,  용화면,202302,961 ,30 ,444 ,0.068 ,5
47,경상북도,47170, 안동시,4717039000,  길안면,202302,"2,644 ",89 ,"1,316 ",0.068 ,5
47,경상북도,47190, 구미시,4719033000,  도개면,202302,"2,137 ",67 ,987 ,0.068 ,5
46,전라남도,46810, 강진군,4681033000,  대구면,202302,"1,094 ",36 ,530 ,0.068 ,5
47,경상북도,47250, 상주시,4725033000,  낙동면,202302,"2,912 ",97 ,"1,428 ",0.068 ,5
44,충청남도,44270, 당진시,4427033000,  대호지면,202302,"2,318 ",79 ,"1,163 ",0.068 ,5
46,전라남도,46810, 강진군,4681034000,  도암면,202302,"2,385 ",82 ,"1,206 ",0.068 ,5
47,경상북도,47750, 청송군,4775035000,  안덕면,202302,"2,521 ",82 ,"1,205 ",0.068 ,5
48,경상남도,48820, 고성군,4882034000,  상리면,202302,"1,591 ",52 ,764 ,0.068 ,5
45,전라북도,45190, 남원시,4519035000,  금지면,202302,"2,211 ",74 ,"1,083 ",0.068 ,5
44,충청남도,44800, 홍성군,4480034000,  장곡면,202302,"2,817 ",97 ,"1,419 ",0.068 ,5
48,경상남도,48720, 의령군,4872037000,  지정면,202302,"1,821 ",61 ,891 ,0.068 ,5
47,경상북도,47250, 상주시,4725031000,  중동면,202302,"1,328 ",47 ,686 ,0.069 ,5
47,경상북도,47900, 예천군,4790042000,  효자면,202302,"1,184 ",37 ,540 ,0.069 ,5
45,전라북도,45790, 고창군,4579031000,  고수면,202302,"2,152 ",70 ,"1,021 ",0.069 ,5
42,강원도,42230, 삼척시,4223034000,  미로면,202302,"1,791 ",57 ,831 ,0.069 ,5
48,경상남도,48890, 합천군,4889035000,  율곡면,202302,"2,160 ",73 ,"1,063 ",0.069 ,5
46,전라남도,46150, 순천시,4615035000,  주암면,202302,"2,994 ",104 ,"1,513 ",0.069 ,5
47,경상북도,47900, 예천군,4790035000,  보문면,202302,"1,631 ",60 ,872 ,0.069 ,5
47,경상북도,47920, 봉화군,4792035000,  소천면,202302,"2,120 ",66 ,958 ,0.069 ,5
48,경상남도,48730, 함안군,4873036000,  칠북면,202302,"1,870 ",63 ,914 ,0.069 ,5
48,경상남도,48860, 산청군,4886040000,  신등면,202302,"2,026 ",69 ,999 ,0.069 ,5
47,경상북도,47150, 김천시,4715041000,  구성면,202302,"2,697 ",92 ,"1,331 ",0.069 ,5
48,경상남도,48740, 창녕군,4874035000,  유어면,202302,"1,697 ",60 ,868 ,0.069 ,5
47,경상북도,47750, 청송군,4775032000,  부남면,202302,"2,407 ",80 ,"1,155 ",0.069 ,5
43,충청북도,43800, 단양군,4380033000,  영춘면,202302,"3,124 ",93 ,"1,342 ",0.069 ,5
47,경상북도,47190, 구미시,4719032000,  옥성면,202302,"1,667 ",57 ,822 ,0.069 ,5
48,경상남도,48820, 고성군,4882039000,  구만면,202302,"1,021 ",36 ,519 ,0.069 ,5
47,경상북도,47280, 문경시,4728025100,  문경읍갈평출장소,202302,"1,083 ",32 ,460 ,0.070 ,5
46,전라남도,46820, 해남군,4682033000,  현산면,202302,"2,689 ",89 ,"1,276 ",0.070 ,5
43,충청북도,43720, 보은군,4372039000,  내북면,202302,"1,641 ",54 ,774 ,0.070 ,5
44,충청남도,44770, 서천군,4477035000,  마산면,202302,"1,429 ",52 ,745 ,0.070 ,5
47,경상북도,47111, 남구,4711135000,  호미곶면,202302,"1,773 ",59 ,845 ,0.070 ,5
47,경상북도,47750, 청송군,4775036000,  파천면,202302,"1,728 ",61 ,873 ,0.070 ,5
47,경상북도,47770, 영덕군,4777035000,  축산면,202302,887 ,32 ,457 ,0.070 ,5
48,경상남도,48170, 진주시,4817040000,  대곡면,202302,"3,096 ",106 ,"1,500 ",0.071 ,5
47,경상북도,47750, 청송군,4775034000,  현서면,202302,"2,472 ",80 ,"1,132 ",0.071 ,5
46,전라남도,46780, 보성군,4678038000,  득량면,202302,"2,646 ",92 ,"1,301 ",0.071 ,5
45,전라북도,45180, 정읍시,4518043000,  산내면,202302,"1,193 ",39 ,551 ,0.071 ,5
48,경상남도,48860, 산청군,4886035000,  삼장면,202302,"1,815 ",58 ,819 ,0.071 ,5
42,강원도,42750, 영월군,4275034000,  남면,202302,"2,176 ",67 ,946 ,0.071 ,5
46,전라남도,46170, 나주시,4617037000,  문평면,202302,"1,844 ",64 ,903 ,0.071 ,5
47,경상북도,47230, 영천시,4723034000,  화북면,202302,"2,161 ",72 ,"1,015 ",0.071 ,5
47,경상북도,47770, 영덕군,4777037000,  병곡면,202302,"2,647 ",96 ,"1,353 ",0.071 ,5
47,경상북도,47770, 영덕군,4777035500,  축산면축산출장소,202302,"1,573 ",54 ,759 ,0.071 ,5
47,경상북도,47730, 의성군,4773041000,  단밀면,202302,"1,653 ",57 ,801 ,0.071 ,5
45,전라북도,45190, 남원시,4519041000,  산동면,202302,"1,731 ",58 ,815 ,0.071 ,5
45,전라북도,45710, 완주군,4571038000,  운주면,202302,"1,909 ",63 ,885 ,0.071 ,5
48,경상남도,48310, 거제시,4831033000,  남부면,202302,"1,501 ",47 ,660 ,0.071 ,5
45,전라북도,45790, 고창군,4579036000,  해리면,202302,"2,569 ",94 ,"1,319 ",0.071 ,5
47,경상북도,47730, 의성군,4773040000,  구천면,202302,"1,729 ",64 ,898 ,0.071 ,5
47,경상북도,47720, 군위군,4772031000,  소보면,202302,"2,311 ",84 ,"1,175 ",0.071 ,5
42,강원도,42720, 홍천군,4272033000,  내촌면,202302,"2,424 ",79 ,"1,105 ",0.071 ,5
48,경상남도,48740, 창녕군,4874034000,  이방면,202302,"2,405 ",77 ,"1,077 ",0.071 ,5
47,경상북도,47920, 봉화군,4792033000,  법전면,202302,"1,943 ",66 ,923 ,0.072 ,5
48,경상남도,48720, 의령군,4872033000,  대의면,202302,"1,027 ",35 ,488 ,0.072 ,5
44,충청남도,44825, 태안군,4482534000,  소원면,202302,"5,266 ",179 ,"2,491 ",0.072 ,5
